F,L,N,gpa
1169,1179,17,3.95
1169,1172,12,2.04
1169,1222,39,3.92
1169,1222,38,3.04
1169,1202,35,2.81
1169,1179,7,2.66
1169,1169,9,
1169,1202,43,3.34
1169,1172,15,1.96
1169,1212,44,2.28
1169,1202,27,2.32
1169,1202,13,0.48
1169,1182,21,3.15
1169,1182,22,2.01
1169,1172,13,1.85
1169,1229,37,2.53
1169,1192,45,3.73
1169,1169,8,0.1
1169,1212,39,3.21
1169,1202,32,2.44
1169,1192,10,3.52
1169,1179,18,3.28
1169,1172,6,4.1
1169,1182,20,2.41
1169,1172,12,3.71
1169,1192,34,2.08
1169,1199,32,2.37
1169,1219,49,2.91
1169,1189,11,4.05
1169,1189,25,2.75
1169,1202,29,3.27
1169,1209,11,2.72
1169,1202,37,2.9
1169,1172,13,2.21
1169,1169,8,0.6
1169,1222,42,3.06
1169,1172,14,1.15
1169,1182,21,2.51
1169,1169,9,2.3
1169,1179,20,1.07
1169,1172,12,3.47
1169,1169,5,4.1
1169,1219,47,2.77
1169,1179,17,3.43
1169,1192,44,4.02
1169,1182,22,1.94
1169,1189,26,4.04
1169,1172,8,2.33
1169,1192,32,3.46
1169,1222,23,3.03
1169,1179,6,
1169,1169,9,
1169,1172,12,1.88
1169,1202,21,3.1
1169,1222,42,3.26
1169,1192,32,3.02
1169,1192,25,1.87
1169,1169,8,4.02
1169,1212,38,3.26
1169,1169,7,3.53
1169,1182,21,1.61
1169,1179,9,3.2
1169,1172,12,0.35
1169,1172,11,2.85
1169,1182,23,1.9
1169,1172,14,1.98
1169,1219,44,3.17
1169,1172,8,4.02
1169,1199,23,3.48
1169,1192,33,3.39
1169,1182,20,1.35
1169,1182,13,2.1
1169,1189,12,0.1
1169,1182,15,1.81
1169,1199,37,3.21
1169,1172,13,2.43
1169,1182,18,1.75
1169,1202,40,3.94
1169,1179,9,3.7
1169,1172,11,2.82
1169,1189,28,2.89
1169,1172,13,1.93
1169,1172,12,1.57
1169,1192,30,2.07
1169,1169,9,
1169,1202,40,3.43
1169,1212,20,1.96
1169,1212,39,2.53
1169,1222,53,3.77
1169,1172,13,1.38
1169,1172,14,1.97
1169,1179,17,0.6
1169,1229,46,3.23
1169,1202,39,2.95
1169,1172,11,4.05
1169,1229,46,3.4
1169,1222,50,3.45
1169,1209,38,3.62
1169,1182,24,2.68
1169,1172,13,1.33
1169,1172,8,3.95
1169,1172,12,0.1
1169,1202,43,3.62
1169,1169,10,4.04
1169,1169,9,3.3
1169,1222,36,3.84
1169,1229,23,2.46
1169,1222,34,2.73
1169,1169,8,
1169,1202,36,3.38
1169,1202,40,3.6
1169,1219,36,2.97
1169,1202,36,3.11
1169,1179,17,3.99
1169,1202,40,2.75
1169,1189,16,3.3
1169,1169,5,4.1
1169,1169,6,4.1
1169,1182,21,3.53
1169,1202,43,2.89
1169,1209,50,2.36
1169,1182,26,2.91
1169,1229,49,2.47
1169,1192,29,3.37
1169,1169,5,2.8
1169,1189,25,2.99
1169,1172,14,1.56
1169,1192,45,3.68
1169,1199,43,4.05
1169,1229,37,2.53
1169,1179,10,0.6
1169,1199,35,3.44
1169,1169,9,2.02
1169,1202,48,3.77
1169,1189,14,3.93
1169,1189,23,4.05
1169,1209,15,0.85
1169,1209,40,3.28
1169,1229,48,2.43
1169,1229,38,2.79
1169,1172,12,1.45
1169,1182,23,1.27
1169,1169,8,2.53
1169,1179,16,2.62
1169,1209,41,2.64
1169,1212,45,4.06
1169,1172,12,1.63
1169,1179,17,3.99
1169,1172,14,3.04
1169,1169,9,2.24
1169,1202,43,3.62
1169,1209,24,2.14
1169,1219,44,4.09
1169,1182,23,1.37
1169,1169,6,4.1
1169,1172,16,1.15
1169,1182,23,2.2
1169,1172,15,0.76
1169,1192,31,2.67
1169,1202,36,3.88
1169,1209,25,1.19
1169,1202,39,3.58
1169,1212,44,2.97
1169,1172,13,0.76
1169,1212,42,3.09
1169,1172,13,2.38
1169,1169,5,3.1
1169,1172,13,2.68
1169,1169,6,4.1
1169,1172,12,3.51
1169,1179,8,3.75
1169,1199,34,3.66
1169,1192,14,3.13
1169,1212,51,3.54
1169,1209,35,3.71
1169,1212,40,3.23
1169,1189,28,4.0
1169,1169,9,1.53
1169,1209,40,3.66
1169,1172,12,2.55
1169,1169,9,0.1
1169,1192,23,3.2
1169,1199,35,2.81
1169,1182,22,1.83
1169,1169,8,0.1
1169,1199,30,3.73
1169,1169,8,3.33
1169,1229,49,3.19
1169,1209,37,3.57
1169,1179,17,3.08
1169,1182,23,3.16
1169,1172,14,1.63
1169,1172,11,0.43
1169,1189,23,3.4
1169,1189,25,2.78
1169,1219,26,3.09
1169,1172,12,0.6
1169,1209,25,2.82
1169,1169,9,
1169,1172,14,1.16
1169,1192,34,3.51
1169,1169,8,0.1
1169,1182,24,2.65
1169,1202,32,2.41
1169,1212,48,2.83
1169,1179,19,3.44
1169,1179,13,3.46
1169,1202,35,2.44
1169,1212,40,2.33
1169,1209,20,1.87
1169,1192,35,4.04
1169,1212,42,2.55
1169,1202,41,3.6
1169,1189,21,1.85
1169,1169,6,4.1
1169,1212,42,3.07
1169,1182,23,3.8
1169,1202,43,3.34
1169,1169,8,0.1
1169,1202,38,3.11
1169,1169,8,0.1
1169,1209,42,2.92
1169,1169,8,
1169,1172,12,3.31
1169,1172,6,3.8
1169,1222,50,3.77
1169,1182,18,2.14
1169,1172,15,2.97
1169,1219,48,3.69
1169,1172,12,1.6
1169,1189,25,2.91
1169,1202,40,3.94
1169,1169,6,3.6
1169,1182,22,3.13
1169,1172,12,2.47
1169,1172,7,4.1
1169,1199,20,3.43
1169,1169,6,1.6
1169,1229,48,3.08
1169,1182,12,3.91
1169,1189,19,3.19
1169,1182,9,3.1
1169,1169,9,2.96
1169,1179,17,3.69
1169,1169,8,
1169,1202,37,2.41
1169,1192,35,3.95
1169,1202,38,3.63
1169,1189,11,3.48
1169,1172,13,0.22
1169,1202,44,2.73
1169,1212,58,3.53
1169,1192,31,3.55
1169,1212,50,2.63
1169,1209,37,3.0
1169,1179,10,3.66
1169,1172,12,0.65
1169,1199,29,1.63
1169,1172,15,1.76
1169,1172,12,2.6
1169,1202,36,3.31
1169,1202,41,3.08
1169,1219,29,2.19
1169,1209,41,3.18
1169,1189,23,1.6
1169,1182,14,1.3
1169,1192,30,2.99
1169,1182,22,2.52
1169,1179,9,3.35
1169,1172,11,3.3
1169,1212,46,3.74
1169,1229,41,2.28
1169,1169,5,
1169,1202,33,3.53
1169,1172,12,0.6
1169,1169,7,3.53
1169,1189,29,1.97
1169,1229,53,2.32
1169,1192,15,1.81
1169,1172,15,1.96
1169,1229,31,2.67
1169,1169,8,3.85
1169,1169,5,4.1
1169,1212,48,3.35
1169,1172,14,
1169,1192,19,1.97
1169,1169,8,
1169,1192,35,3.95
1169,1172,10,1.1
1169,1212,58,2.74
1169,1172,14,2.1
1169,1179,13,1.35
1172,1172,5,
1172,1172,9,
1172,1172,9,1.1
1172,1219,30,3.75
1172,1202,32,3.6
1172,1209,39,2.92
1172,1209,42,3.09
1172,1172,5,4.1
1172,1172,5,2.8
1172,1229,37,1.46
1172,1172,9,0.1
1172,1222,48,3.69
1172,1199,28,2.3
1172,1172,5,4.1
1172,1202,40,3.72
1172,1192,24,3.2
1172,1189,22,3.11
1172,1182,11,3.34
1172,1182,14,0.1
1172,1172,9,1.1
1172,1192,26,1.48
1172,1172,9,
1172,1172,6,3.45
1172,1222,29,3.43
1172,1209,17,4.02
1172,1179,13,2.88
1172,1172,5,2.1
1172,1199,28,2.3
1172,1209,13,2.77
1172,1222,21,1.64
1172,1192,11,3.48
1172,1172,8,
1172,1172,9,0.6
1172,1212,17,3.4
1172,1219,50,2.02
1172,1172,5,
1172,1199,17,1.53
1172,1179,7,4.1
1172,1189,21,3.91
1172,1172,9,0.85
1172,1212,42,3.24
1172,1189,21,2.8
1172,1179,8,3.67
1172,1172,6,3.4
1172,1189,23,3.54
1172,1172,5,
1172,1179,11,3.1
1172,1172,9,1.6
1172,1192,23,1.17
1172,1172,6,3.8
1172,1189,10,2.76
1172,1172,8,
1172,1212,39,3.56
1172,1182,7,2.86
1172,1202,22,3.83
1172,1222,46,3.27
1172,1172,5,3.8
1172,1209,24,3.73
1172,1172,6,
1172,1209,42,3.09
1172,1172,8,3.92
1172,1172,8,3.25
1172,1192,25,2.99
1172,1179,14,2.75
1172,1172,9,0.1
1172,1222,48,3.69
1172,1182,17,1.21
1172,1212,6,3.4
1172,1172,9,1.1
1172,1172,9,1.6
1172,1192,25,3.05
1172,1172,5,4.1
1172,1202,22,2.9
1172,1209,39,3.89
1172,1219,45,3.59
1172,1172,6,4.1
1172,1212,35,3.28
1172,1172,5,4.1
1172,1172,8,0.1
1172,1179,8,
1172,1172,9,3.36
1172,1202,38,3.21
1172,1222,49,2.85
1172,1229,37,1.93
1172,1172,6,4.1
1172,1179,11,2.92
1172,1212,43,2.29
1172,1179,8,4.1
1172,1172,5,4.1
1172,1199,24,2.36
1172,1222,40,3.52
1172,1219,11,4.1
1172,1212,41,3.43
1172,1199,30,2.04
1172,1212,21,3.42
1172,1209,41,2.64
1172,1172,5,3.4
1172,1199,15,1.02
1172,1229,7,
1172,1172,5,
1172,1172,7,4.1
1172,1192,19,3.56
1172,1179,12,0.9
1172,1172,5,3.8
1172,1179,15,1.36
1172,1172,8,0.1
1172,1229,24,3.42
1172,1172,7,1.66
1172,1172,9,2.76
1172,1199,16,3.7
1172,1209,35,3.75
1172,1172,5,
1172,1172,5,
1172,1179,12,1.57
1172,1182,19,2.54
1172,1172,5,4.1
1172,1202,34,3.96
1172,1172,9,0.1
1172,1209,46,3.89
1172,1202,34,2.33
1172,1172,8,1.92
1172,1189,16,1.37
1172,1182,10,3.7
1172,1172,8,2.77
1172,1172,6,
1172,1192,23,2.71
1172,1172,8,2.02
1172,1172,5,
1172,1172,8,2.42
1172,1209,39,3.62
1172,1199,15,2.53
1172,1182,7,2.86
1172,1179,13,0.1
1172,1172,9,
1172,1182,16,1.73
1172,1199,23,3.91
1172,1172,5,
1172,1172,5,3.1
1172,1189,9,2.84
1172,1172,5,0.1
1172,1182,7,4.1
1172,1219,15,2.0
1172,1172,5,
1172,1172,10,0.1
1172,1219,39,3.9
1172,1229,48,3.31
1172,1172,5,
1172,1172,5,
1172,1182,18,1.62
1172,1219,15,4.01
1172,1172,8,3.35
1172,1219,41,3.26
1172,1172,6,
1172,1182,13,1.93
1172,1179,10,0.1
1172,1179,13,1.92
1172,1172,8,0.1
1172,1182,13,0.1
1172,1229,7,
1172,1212,24,2.88
1172,1192,18,3.86
1172,1172,6,2.1
1172,1192,19,0.95
1172,1172,5,2.1
1172,1212,43,3.45
1172,1219,54,2.47
1172,1172,10,
1172,1172,9,0.1
1172,1199,20,3.72
1172,1179,8,1.43
1172,1209,35,3.2
1172,1172,6,3.6
1172,1172,5,0.1
1172,1212,36,2.24
1172,1172,6,
1172,1179,10,
1172,1219,34,3.23
1172,1222,40,2.98
1172,1182,17,0.97
1172,1199,23,3.91
1172,1179,12,0.7
1172,1219,42,2.89
1172,1209,40,3.62
1172,1229,39,2.48
1172,1202,40,3.72
1172,1189,10,2.76
1172,1202,34,1.79
1172,1172,5,4.1
1172,1192,8,3.95
1172,1172,5,3.8
1172,1182,15,2.88
1172,1219,41,3.26
1172,1172,5,4.1
1172,1179,14,3.27
1172,1172,5,2.1
1172,1182,13,3.11
1172,1172,7,
1172,1219,31,2.59
1172,1202,32,3.14
1172,1219,27,2.9
1172,1172,8,2.35
1172,1172,8,
1172,1192,15,3.73
1172,1172,6,4.1
1172,1172,6,
1172,1182,16,2.16
1172,1182,9,2.38
1172,1182,17,1.86
1172,1179,6,3.95
1172,1179,13,1.66
1172,1229,36,1.71
1172,1202,38,3.33
1172,1189,19,2.94
1172,1192,11,3.91
1172,1172,5,0.1
1172,1172,8,0.1
1172,1172,8,3.66
1172,1189,19,3.25
1172,1182,8,4.0
1172,1172,8,2.95
1172,1202,36,3.33
1172,1182,12,2.62
1172,1172,5,
1172,1209,39,2.85
1172,1192,13,1.35
1172,1189,10,2.76
1172,1212,36,1.43
1172,1212,34,4.03
1172,1172,5,
1172,1172,5,
1172,1179,10,3.02
1172,1209,17,3.77
1172,1172,5,
1172,1209,15,3.35
1172,1202,34,2.33
1172,1222,28,3.82
1172,1199,28,3.25
1172,1172,9,
1172,1179,12,1.95
1172,1199,31,2.6
1172,1212,41,3.41
1172,1172,9,0.1
1172,1172,8,3.1
1172,1179,12,2.4
1172,1209,19,4.0
1172,1172,5,
1172,1219,45,2.58
1172,1172,5,3.8
1172,1172,6,
1172,1229,38,2.51
1172,1179,12,1.28
1172,1209,31,3.37
1172,1182,12,2.42
1172,1219,34,3.23
1172,1172,5,
1172,1182,6,4.1
1172,1172,5,2.4
1172,1172,5,
1172,1199,27,2.18
1172,1172,8,
1172,1172,9,1.76
1172,1172,5,3.1
1172,1209,40,2.95
1172,1172,5,2.8
1172,1189,9,3.45
1172,1209,30,3.5
1172,1189,14,3.14
1172,1209,44,3.09
1172,1192,24,4.06
1172,1172,8,
1172,1219,42,3.72
1172,1172,6,
1172,1202,10,4.1
1172,1192,11,2.9
1172,1202,18,3.94
1172,1192,22,1.6
1172,1212,53,3.61
1172,1219,30,3.75
1172,1202,32,3.14
1172,1212,32,1.7
1172,1189,23,1.61
1179,1212,39,3.32
1179,1219,41,2.52
1179,1182,11,0.92
1179,1179,5,4.1
1179,1229,43,3.53
1179,1182,11,3.65
1179,1209,31,2.64
1179,1182,14,1.1
1179,1179,9,
1179,1212,32,2.12
1179,1179,8,2.53
1179,1179,8,3.17
1179,1182,14,0.85
1179,1182,10,3.64
1179,1202,32,2.75
1179,1192,16,2.63
1179,1179,7,
1179,1189,17,2.79
1179,1202,19,3.37
1179,1182,6,
1179,1209,28,2.23
1179,1219,48,3.31
1179,1202,32,2.68
1179,1209,27,2.65
1179,1229,36,3.49
1179,1182,14,1.1
1179,1179,9,1.35
1179,1229,37,2.74
1179,1229,44,2.56
1179,1182,15,0.1
1179,1179,6,4.1
1179,1222,52,3.39
1179,1182,9,
1179,1179,5,
1179,1192,25,3.27
1179,1192,27,2.27
1179,1182,16,1.22
1179,1182,14,0.35
1179,1199,10,3.65
1179,1189,16,2.48
1179,1179,9,2.1
1179,1179,9,3.75
1179,1182,10,1.1
1179,1229,37,3.63
1179,1219,51,3.08
1179,1202,24,4.08
1179,1192,21,2.18
1179,1202,27,2.82
1179,1212,43,2.19
1179,1229,41,3.31
1179,1199,21,1.88
1179,1189,10,3.55
1179,1229,47,3.39
1179,1179,5,
1179,1182,8,4.02
1179,1209,30,2.12
1179,1229,37,3.11
1179,1189,20,3.0
1179,1182,10,
1179,1202,10,4.1
1179,1189,10,3.95
1179,1179,9,
1179,1199,25,1.85
1179,1229,41,3.2
1179,1182,6,4.1
1179,1179,8,
1179,1179,9,3.38
1179,1219,41,3.02
1179,1222,22,2.46
1179,1199,27,3.59
1179,1192,18,2.03
1179,1182,13,1.43
1179,1212,35,3.77
1179,1202,15,1.05
1179,1182,11,
1179,1179,9,
1179,1179,10,2.25
1179,1229,19,3.51
1179,1179,5,
1179,1222,47,2.88
1179,1229,53,2.61
1179,1192,20,1.13
1179,1182,12,1.22
1179,1212,38,3.5
1179,1229,42,3.51
1179,1229,31,3.27
1179,1192,28,4.01
1179,1192,18,0.1
1179,1179,5,
1179,1199,20,3.2
1179,1229,45,2.48
1179,1182,8,3.92
1179,1179,8,3.1
1179,1229,50,2.4
1179,1192,24,1.83
1179,1229,34,3.52
1179,1219,38,2.77
1179,1179,8,3.2
1179,1222,43,3.48
1179,1192,24,3.23
1179,1179,8,2.2
1179,1209,29,3.32
1179,1229,43,3.53
1179,1199,21,3.0
1179,1199,20,2.57
1179,1182,13,1.02
1179,1189,17,3.33
1179,1189,17,3.21
1179,1182,13,1.36
1179,1189,11,
1179,1222,39,3.4
1179,1182,14,0.52
1179,1192,28,3.18
1179,1182,16,3.28
1179,1209,31,2.3
1179,1182,14,1.67
1179,1202,35,4.09
1179,1199,13,3.47
1179,1179,9,0.1
1179,1189,19,1.93
1179,1179,6,2.25
1179,1229,55,3.5
1179,1182,12,2.67
1179,1189,10,3.88
1179,1229,43,2.59
1179,1179,8,0.1
1179,1182,13,2.14
1179,1229,39,2.41
1179,1189,17,3.47
1179,1182,16,3.24
1179,1179,8,2.25
1179,1179,5,
1179,1209,34,1.88
1179,1189,16,3.2
1179,1179,9,0.1
1179,1192,7,2.95
1179,1219,38,3.97
1179,1182,14,3.24
1179,1189,13,2.52
1179,1189,19,3.25
1179,1199,27,2.35
1179,1219,31,2.17
1179,1182,8,3.67
1179,1179,5,
1179,1179,5,
1179,1182,12,2.67
1179,1202,29,2.46
1179,1192,24,2.66
1179,1192,22,2.0
1179,1189,19,1.93
1179,1192,21,3.53
1179,1212,36,3.7
1179,1179,8,3.4
1179,1179,6,
1179,1182,6,
1179,1189,13,0.6
1179,1212,45,3.79
1179,1212,41,4.07
1179,1202,25,2.53
1179,1182,12,2.05
1179,1219,33,2.42
1179,1189,13,1.33
1179,1192,20,2.21
1179,1189,9,2.92
1179,1199,26,2.1
1179,1222,37,3.8
1179,1179,9,
1179,1192,17,2.71
1179,1229,53,2.87
1179,1192,21,2.0
1179,1199,32,2.67
1179,1229,33,2.28
1179,1212,36,3.65
1179,1182,10,4.1
1179,1189,21,2.57
1179,1182,6,
1179,1219,11,2.52
1179,1212,36,3.84
1179,1179,9,
1179,1192,27,3.59
1179,1192,7,3.1
1179,1182,13,1.31
1179,1219,43,3.79
1179,1179,8,
1179,1179,5,
1179,1212,35,3.02
1179,1222,29,2.52
1179,1179,8,3.85
1179,1209,36,2.37
1179,1219,46,3.5
1179,1212,44,3.94
1179,1182,13,1.38
1179,1219,24,1.65
1179,1229,56,3.14
1179,1192,19,2.5
1179,1219,43,3.13
1179,1229,35,2.86
1179,1209,39,2.96
1179,1212,41,2.93
1179,1189,9,3.1
1179,1182,6,
1179,1219,46,3.33
1179,1219,41,2.52
1179,1229,49,3.36
1179,1189,14,0.1
1179,1182,12,2.05
1179,1229,45,2.58
1179,1192,18,3.65
1179,1182,11,1.02
1179,1229,51,2.61
1179,1182,14,3.33
1179,1209,30,2.8
1179,1179,5,0.1
1179,1189,13,3.93
1179,1229,15,3.42
1179,1209,36,3.26
1179,1189,13,2.35
1179,1182,9,1.76
1179,1179,9,2.56
1179,1179,8,
1179,1212,38,3.19
1179,1222,55,2.97
1179,1212,40,3.34
1179,1182,13,3.4
1179,1212,49,3.22
1179,1182,8,4.02
1179,1189,14,0.1
1179,1182,8,1.92
1179,1199,21,1.8
1179,1182,7,0.6
1179,1229,37,2.51
1179,1182,13,1.63
1179,1189,11,2.3
1179,1182,13,1.32
1179,1229,37,2.98
1179,1192,18,0.76
1179,1189,14,0.67
1179,1182,8,4.02
1179,1219,43,3.65
1179,1179,8,3.33
1179,1219,42,2.37
1179,1182,13,0.9
1179,1179,10,2.67
1179,1212,31,3.85
1179,1179,9,
1179,1212,21,1.69
1179,1222,42,3.85
1179,1202,23,3.53
1179,1199,28,3.42
1179,1222,56,2.21
1179,1179,9,0.1
1179,1209,28,2.63
1179,1179,6,
1179,1212,42,3.76
1179,1212,41,2.75
1179,1222,52,3.08
1179,1179,6,
1179,1219,42,3.54
1179,1182,8,3.85
1179,1212,42,3.45
1179,1182,16,1.31
1179,1182,12,1.35
1179,1192,22,3.06
1179,1182,14,0.3
1179,1179,5,4.1
1179,1212,39,3.14
1179,1179,8,
1179,1182,14,1.5
1179,1179,5,4.1
1179,1229,48,2.15
1179,1222,38,3.89
1179,1209,36,2.88
1179,1179,10,0.1
1179,1182,15,0.1
1179,1229,48,2.73
1179,1222,40,3.22
1179,1219,42,3.06
1179,1189,9,1.9
1179,1212,36,3.63
1179,1212,21,1.69
1179,1182,13,2.48
1179,1182,13,1.14
1179,1182,12,
1179,1189,14,1.77
1179,1182,8,3.85
1179,1229,35,3.59
1179,1209,39,3.88
1179,1192,19,0.1
1179,1182,16,3.22
1179,1209,28,3.53
1179,1209,30,3.51
1179,1219,42,2.97
1179,1179,6,3.25
1179,1209,29,3.2
1179,1202,17,1.17
1179,1202,28,2.9
1179,1179,5,0.1
1179,1182,12,3.44
1179,1222,44,3.51
1179,1182,12,0.1
1179,1189,16,2.37
1179,1219,23,2.07
1179,1209,24,3.31
1179,1212,18,0.88
1179,1192,20,1.13
1179,1212,41,3.92
1179,1179,10,3.16
1179,1209,36,3.26
1179,1182,12,2.32
1179,1202,21,3.52
1179,1182,12,3.26
1179,1229,45,3.6
1179,1199,26,2.1
1179,1182,16,3.95
1179,1179,6,1.45
1179,1182,12,2.78
1179,1179,9,0.1
1179,1179,5,
1179,1212,38,3.22
1179,1182,14,2.86
1179,1189,15,1.3
1179,1229,32,3.34
1179,1202,28,2.82
1179,1209,38,3.69
1179,1229,21,3.02
1179,1179,6,
1179,1182,14,1.33
1179,1209,30,2.75
1179,1179,9,0.1
1179,1192,16,3.04
1179,1182,12,3.3
1179,1179,8,0.1
1179,1192,37,3.76
1179,1179,9,3.9
1179,1179,10,0.1
1179,1192,22,3.58
1179,1229,58,3.66
1179,1212,22,2.73
1179,1179,5,3.4
1179,1192,21,1.6
1179,1182,12,1.54
1179,1209,33,1.95
1179,1212,37,3.27
1179,1179,6,2.25
1179,1212,35,3.54
1179,1182,9,0.77
1179,1219,41,3.34
1179,1189,17,2.93
1179,1179,9,2.62
1179,1229,43,2.1
1179,1209,35,1.36
1179,1202,25,2.17
1179,1182,14,1.33
1179,1182,15,2.65
1179,1202,23,2.28
1179,1179,9,2.86
1179,1182,16,3.28
1179,1179,8,0.1
1179,1229,36,4.02
1179,1202,31,2.58
1179,1199,24,3.64
1179,1179,9,
1179,1222,38,3.46
1179,1179,8,2.2
1179,1192,21,3.88
1179,1229,41,2.93
1179,1202,24,3.91
1179,1182,8,4.02
1179,1179,5,
1179,1179,5,
1179,1199,28,3.01
1179,1182,10,
1179,1179,9,
1179,1182,12,2.38
1179,1179,5,
1179,1179,10,2.25
1179,1212,36,3.39
1179,1209,29,3.08
1179,1182,15,2.76
1179,1219,47,2.97
1179,1182,14,3.23
1179,1179,8,0.1
1179,1219,48,2.83
1179,1202,7,4.1
1179,1212,45,3.62
1179,1179,8,0.1
1179,1182,14,3.67
1179,1209,32,4.02
1179,1209,28,2.91
1179,1182,12,2.27
1179,1182,13,3.34
1179,1202,26,2.73
1179,1219,19,2.38
1179,1189,16,3.77
1179,1179,8,3.1
1179,1202,30,3.64
1179,1222,44,3.64
1179,1229,31,2.39
1179,1182,8,4.1
1179,1199,27,2.59
1179,1179,5,
1179,1192,21,2.11
1179,1189,17,2.47
1179,1182,13,2.2
1179,1219,41,2.93
1179,1212,40,3.27
1179,1182,13,2.05
1179,1229,53,2.61
1179,1229,42,2.11
1179,1229,55,3.5
1179,1229,41,3.2
1179,1182,15,0.1
1179,1179,5,4.1
1179,1182,14,3.32
1179,1179,5,
1179,1182,12,2.73
1179,1182,12,1.3
1179,1189,21,3.79
1179,1189,15,3.18
1179,1229,48,3.63
1179,1182,11,0.85
1179,1189,16,1.4
1179,1202,25,2.55
1179,1189,13,2.35
1179,1179,8,
1179,1179,6,3.75
1179,1222,45,2.76
1179,1182,12,0.67
1179,1192,23,2.73
1179,1222,57,3.78
1179,1179,9,2.45
1179,1189,13,1.33
1179,1179,5,
1179,1199,26,3.26
1179,1229,31,3.85
1179,1179,9,3.9
1179,1179,8,3.43
1179,1182,8,4.02
1179,1182,14,2.17
1179,1222,29,2.37
1179,1179,6,3.95
1179,1179,8,0.1
1179,1202,25,3.69
1179,1179,8,1.6
1179,1192,25,3.31
1179,1179,5,
1179,1192,21,1.56
1179,1212,34,3.4
1179,1182,8,3.92
1179,1179,5,
1179,1229,36,1.59
1179,1229,8,4.1
1179,1229,46,3.14
1179,1212,43,3.4
1179,1192,21,2.46
1179,1182,14,2.11
1179,1182,7,2.86
1179,1229,45,2.51
1179,1179,9,
1179,1229,37,2.74
1179,1222,42,3.85
1179,1182,13,3.0
1179,1182,14,2.77
1179,1212,36,2.92
1179,1202,9,
1179,1192,8,3.3
1179,1189,12,0.1
1179,1229,44,2.31
1179,1219,40,2.53
1179,1229,33,2.38
1179,1182,12,0.76
1179,1212,43,4.03
1179,1182,12,0.76
1179,1192,20,3.64
1179,1219,46,3.5
1179,1202,9,
1179,1219,41,2.93
1179,1192,16,3.7
1179,1179,9,2.5
1179,1209,33,1.95
1179,1209,32,2.73
1179,1212,38,3.61
1179,1182,14,4.0
1179,1222,52,3.5
1179,1179,9,2.75
1179,1182,12,0.86
1179,1179,5,4.1
1179,1229,52,2.33
1179,1219,42,2.98
1179,1209,33,2.94
1179,1202,14,3.84
1179,1199,21,1.8
1179,1202,37,3.17
1179,1199,24,2.61
1179,1212,35,3.77
1179,1189,6,
1179,1182,14,2.64
1179,1192,25,3.22
1179,1189,15,2.52
1179,1182,6,
1179,1202,22,3.97
1179,1212,34,3.7
1179,1202,21,3.52
1179,1182,13,2.6
1179,1199,12,3.04
1179,1209,31,3.2
1179,1182,13,2.1
1179,1179,9,3.17
1179,1202,14,3.57
1179,1182,14,1.5
1179,1182,6,1.1
1179,1189,7,3.1
1179,1192,16,0.98
1179,1189,18,2.1
1179,1202,29,2.46
1179,1182,13,2.48
1179,1179,8,0.1
1179,1199,25,3.08
1179,1182,6,4.1
1179,1192,23,2.0
1179,1182,7,4.1
1179,1189,16,1.3
1179,1229,62,2.99
1179,1192,22,2.24
1179,1212,44,3.43
1179,1182,13,1.62
1179,1182,13,0.3
1179,1222,43,3.48
1179,1199,15,4.03
1179,1202,30,2.8
1179,1219,31,3.62
1179,1182,13,1.6
1179,1222,27,2.44
1179,1222,46,3.21
1179,1209,31,2.3
1179,1182,9,2.95
1179,1179,9,
1179,1189,14,0.1
1179,1209,31,1.93
1179,1182,14,3.4
1179,1179,9,2.24
1179,1192,23,1.87
1179,1182,8,3.57
1179,1189,10,3.16
1179,1209,31,3.27
1179,1182,14,3.06
1179,1199,29,2.22
1179,1229,40,3.27
1179,1182,13,2.27
1179,1189,9,3.27
1179,1219,30,3.68
1179,1179,8,2.53
1179,1222,48,3.96
1179,1182,13,1.35
1179,1192,22,2.98
1179,1229,44,3.39
1179,1182,12,2.24
1179,1212,39,2.42
1179,1219,42,2.98
1179,1209,27,2.65
1179,1199,12,0.1
1179,1182,12,0.48
1179,1179,7,2.0
1179,1179,6,3.1
1179,1179,9,
1179,1192,7,4.1
1179,1179,7,4.1
1179,1182,8,4.02
1179,1182,13,1.35
1179,1179,8,
1179,1209,40,3.52
1179,1202,31,3.4
1179,1189,14,1.1
1179,1179,9,2.85
1179,1182,13,2.38
1179,1192,20,3.87
1179,1182,11,
1179,1202,29,3.37
1179,1179,8,
1179,1202,9,
1179,1199,24,2.61
1179,1199,21,3.0
1179,1212,34,3.72
1179,1229,45,2.3
1179,1229,26,2.71
1179,1189,9,3.67
1179,1219,43,3.09
1179,1182,14,2.73
1179,1179,8,2.2
1179,1209,30,2.97
1179,1189,18,2.1
1179,1182,12,1.1
1179,1219,45,2.64
1179,1229,28,2.97
1179,1202,37,3.17
1179,1192,25,3.13
1179,1182,14,3.38
1179,1182,12,3.06
1179,1179,5,
1179,1189,7,3.6
1179,1219,40,3.86
1179,1182,11,1.52
1179,1182,13,1.7
1179,1222,37,3.14
1179,1219,24,1.65
1179,1209,24,1.8
1179,1212,31,3.12
1179,1199,13,2.43
1179,1192,10,3.92
1179,1222,40,3.63
1179,1192,8,4.1
1179,1179,5,
1179,1199,20,1.87
1179,1202,31,3.37
1179,1219,27,2.01
1179,1189,17,3.27
1179,1202,32,3.82
1179,1182,10,0.6
1179,1192,22,4.04
1179,1212,32,2.77
